asin,category,overall,review_arrival_rate,product_rolling_mean_rating,product_rating_trend,category_rolling_mean_rating,category_rating_trend
B00005N7OV,Magazine_Subscriptions,5,0.0,5.0,-1.2823774301039367e-16,5.0,-1.2823774301039367e-16
B00005N7OV,Magazine_Subscriptions,5,0.005050505050505051,5.0,-1.0721261933235726e-15,5.0,-1.0721261933235726e-15
B00005N7OV,Magazine_Subscriptions,4,0.002183406113537118,4.666666666666667,-0.4999999999999999,4.666666666666667,-0.4999999999999999
B00005N7OV,Magazine_Subscriptions,2,0.000968054211035818,4.0,-0.9999999999999997,4.0,-0.9999999999999997
B00005N7OV,Magazine_Subscriptions,5,0.0007633587786259542,4.2,-0.30000000000000104,4.2,-0.30000000000000104
B00005N7OV,Magazine_Subscriptions,2,0.003125,3.8333333333333335,-0.4857142857142853,3.8333333333333335,-0.4857142857142853
B00005N7OV,Magazine_Subscriptions,5,0.0015082956259426848,4.0,-0.17857142857142877,4.0,-0.17857142857142877
B00005N7OV,Magazine_Subscriptions,5,0.03225806451612903,4.125,-0.03571428571428582,4.125,-0.03571428571428582
B00005N7OV,Magazine_Subscriptions,4,0.08333333333333333,4.111111111111111,-0.033333333333333284,4.111111111111111,-0.033333333333333284
B00005N7OV,Magazine_Subscriptions,5,0.0,4.2,0.02424242424242426,4.2,0.02424242424242426
B00005N7OV,Magazine_Subscriptions,5,0.03333333333333333,4.2727272727272725,0.05454545454545445,4.2727272727272725,0.05454545454545445
B00005N7OV,Magazine_Subscriptions,4,0.008130081300813009,4.25,0.03146853146853154,4.25,0.03146853146853154
B00005N7OV,Magazine_Subscriptions,5,0.3333333333333333,4.3076923076923075,0.049450549450549476,4.3076923076923075,0.049450549450549476
B00005N7OV,Magazine_Subscriptions,5,0.009433962264150943,4.357142857142857,0.05934065934065926,4.357142857142857,0.05934065934065926
B00005N7OV,Magazine_Subscriptions,5,0.008849557522123894,4.4,0.06428571428571428,4.4,0.06428571428571428
B00005N7OV,Magazine_Subscriptions,5,0.014492753623188406,4.4375,0.06617647058823528,4.4375,0.06617647058823528
B00005N7OV,Magazine_Subscriptions,5,0.2,4.470588235294118,0.06617647058823534,4.470588235294118,0.06617647058823534
B00005N7OV,Magazine_Subscriptions,5,0.015625,4.5,0.06501547987616105,4.5,0.06501547987616105
B00005N7OV,Magazine_Subscriptions,5,0.020833333333333332,4.526315789473684,0.06315789473684198,4.526315789473684,0.06315789473684198
B00005N7OV,Magazine_Subscriptions,2,0.0,4.4,0.01804511278195479,4.4,0.01804511278195479
B00005N7OV,Magazine_Subscriptions,5,0.05555555555555555,4.428571428571429,0.023376623376623423,4.428571428571429,0.023376623376623423
B00005N7OV,Magazine_Subscriptions,5,0.05263157894736842,4.454545454545454,0.027103331451157547,4.454545454545454,0.027103331451157547
B00005N7OV,Magazine_Subscriptions,5,0.03225806451612903,4.478260869565218,0.029644268774703508,4.478260869565218,0.029644268774703508
B00005N7OV,Magazine_Subscriptions,3,0.037037037037037035,4.416666666666667,0.01130434782608687,4.416666666666667,0.01130434782608687
B00005N7OV,Magazine_Subscriptions,5,0.1,4.44,0.015384615384615413,4.44,0.015384615384615413
B00005N7OV,Magazine_Subscriptions,5,0.5,4.461538461538462,0.01846153846153851,4.461538461538462,0.01846153846153851
B00005N7OV,Magazine_Subscriptions,5,0.08333333333333333,4.481481481481482,0.020757020757020798,4.481481481481482,0.020757020757020798
B00005N7OV,Magazine_Subscriptions,5,0.06666666666666667,4.5,0.022441160372194957,4.5,0.022441160372194957
B00005N7OV,Magazine_Subscriptions,5,0.018518518518518517,4.517241379310345,0.02364532019704428,4.517241379310345,0.02364532019704428
B00005N7OV,Magazine_Subscriptions,5,0.016129032258064516,4.533333333333333,0.024471635150166697,4.533333333333333,0.024471635150166697
B00005N7OV,Magazine_Subscriptions,5,0.5,4.533333333333333,0.030700778642936456,4.533333333333333,0.030700778642936456
B00005N7OV,Magazine_Subscriptions,5,0.03125,4.533333333333333,0.03692992213570626,4.533333333333333,0.03692992213570626
B00005N7OV,Magazine_Subscriptions,5,0.01694915254237288,4.566666666666666,0.03626251390433802,4.566666666666666,0.03626251390433802
B00005N7OV,Magazine_Subscriptions,5,0.2,4.666666666666667,0.02135706340378185,4.666666666666667,0.02135706340378185
B00005N7OV,Magazine_Subscriptions,5,0.07692307692307693,4.666666666666667,0.025806451612903233,4.666666666666667,0.025806451612903233
B00005N7OV,Magazine_Subscriptions,5,0.017543859649122806,4.766666666666667,0.009566184649610628,4.766666666666667,0.009566184649610628
B00005N7OV,Magazine_Subscriptions,5,0.010869565217391304,4.766666666666667,0.012680756395995467,4.766666666666667,0.012680756395995467
B00005N7OV,Magazine_Subscriptions,4,0.0625,4.733333333333333,0.009343715239154535,4.733333333333333,0.009343715239154535
B00005N7OV,Magazine_Subscriptions,5,0.030303030303030304,4.766666666666667,0.006006674082313586,4.766666666666667,0.006006674082313586
B00005N7OV,Magazine_Subscriptions,4,0.007042253521126761,4.733333333333333,0.002669632925472616,4.733333333333333,0.002669632925472616
B00005N7OV,Magazine_Subscriptions,5,0.005813953488372093,4.733333333333333,0.006229143492769685,4.733333333333333,0.006229143492769685
B00005N7OV,Magazine_Subscriptions,5,0.05555555555555555,4.766666666666667,0.002892102335928738,4.766666666666667,0.002892102335928738
B00005N7OV,Magazine_Subscriptions,1,0.125,4.633333333333334,-0.019799777530589664,4.633333333333334,-0.019799777530589664
B00005N7OV,Magazine_Subscriptions,5,0.012987012987012988,4.633333333333334,-0.014905450500556288,4.633333333333334,-0.014905450500556288
B00005N7OV,Magazine_Subscriptions,3,0.004608294930875576,4.566666666666666,-0.02291434927697448,4.566666666666666,-0.02291434927697448
B00005N7OV,Magazine_Subscriptions,4,0.5,4.533333333333333,-0.02358175750834274,4.533333333333333,-0.02358175750834274
B00005N7OV,Magazine_Subscriptions,5,0.0,4.533333333333333,-0.01735261401557296,4.533333333333333,-0.01735261401557296
B00005N7OV,Magazine_Subscriptions,5,0.0125,4.533333333333333,-0.01112347052280322,4.533333333333333,-0.01112347052280322
B00005N7OV,Magazine_Subscriptions,5,1.0,4.533333333333333,-0.004894327030033497,4.533333333333333,-0.004894327030033497
B00005N7P0,Magazine_Subscriptions,1,0.0,1.0,-1.2823774301039367e-16,4.5,-0.04516129032258077
B00005N7P0,Magazine_Subscriptions,4,0.0007727975270479134,2.5,2.999999999999999,4.466666666666667,-0.04493882091212463
B00005N7P0,Magazine_Subscriptions,5,0.0019230769230769232,3.3333333333333335,2.000000000000001,4.466666666666667,-0.03781979977753071
B00005N7P0,Magazine_Subscriptions,4,0.0005473453749315818,3.5,1.0000000000000002,4.433333333333334,-0.03715239154616254
B00005N7P0,Magazine_Subscriptions,5,0.0027548209366391185,3.8,0.8,4.5,-0.043381535038932266
B00005N7PG,Magazine_Subscriptions,5,0.0,5.0,-1.2823774301039367e-16,4.5,-0.03670745272525041
B00005N7PG,Magazine_Subscriptions,5,0.0029498525073746312,5.0,-1.0721261933235726e-15,4.5,-0.030033370411568557
B00005N7PG,Magazine_Subscriptions,4,0.0010362694300518134,4.666666666666667,-0.4999999999999999,4.466666666666667,-0.029810901001112475
B00005N7PG,Magazine_Subscriptions,5,0.0006662225183211193,4.75,-0.09999999999999973,4.466666666666667,-0.022691879866518508
B00005N7PG,Magazine_Subscriptions,5,0.011363636363636364,4.8,-7.883359685805205e-17,4.466666666666667,-0.015572858731924467
B00005N7PG,Magazine_Subscriptions,3,0.0006105006105006105,4.5,-0.2571428571428573,4.4,-0.021357063403782094
B00005N7PH,Magazine_Subscriptions,4,0.0,4.0,-1.2823774301039367e-16,4.366666666666666,-0.01979977753058966
